rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-18761	RXN-18761	2.4.1.195	NA									|PWY-7901|	no_seq_data	NA	rxn02299 rxn11701 rxn14074 rxn14194 rxn14355 rxn17554 rxn23705 rxn23783 rxn27046 rxn27048 rxn27050 rxn27052 rxn27054 rxn37539 rxn37540 rxn37541 rxn37542 rxn37543 	NA	0	NA
RXN-18762	RXN-18762	2.8.2.24	NA									|PWY-7901|	no_seq_data	NA	rxn02300 	NA	0	NA
RXN-19595	RXN-19595	3.4.13.23	NA									|PWY-7901|	no_seq_data	NA	 	NA	0	NA
RXN-19596	RXN-19596	4.4.1.13/4.4.1.6/4.4.1.8		UniRef50_A0A7C1IFJ1	37.381	2.95e-85	280	97	scaffold00001	197109	198365	|PWY-7901|	good_blast	NA	rxn00566 rxn00950 rxn01735 rxn03379 rxn06282 rxn06404 rxn15166 rxn19349 rxn27095 rxn30001 rxn33072 rxn33983 	NA	0	1
RXN-19596	RXN-19596	4.4.1.13/4.4.1.6/4.4.1.8		UniRef50_A0A7C1IFJ1	34.211	1.09e-69	235	96	scaffold00033	35583	34333	|PWY-7901|	good_blast	NA	rxn00566 rxn00950 rxn01735 rxn03379 rxn06282 rxn06404 rxn15166 rxn19349 rxn27095 rxn30001 rxn33072 rxn33983 	NA	0	1
3.1.3.69-RXN	glucosylglycerol-phosphate phosphatase	3.1.3.69	NA									|PWY-7902|	no_seq_data	NA	rxn04038 	NA	0	NA
2.4.1.213-RXN	glucosylglycerol-phosphate synthase	2.4.1.213	NA									|PWY-7902|	no_seq_data	NA	rxn03635 	NA	0	NA
GLUC1PADENYLTRANS-RXN	glucose 1-phosphate adenylyltransferase	2.7.7.27		UniRef50_A0A7C4F3R1	38.626	6.67e-99	320	99	scaffold00001	61666	62916	|PWY-7902|	good_blast	NA	rxn00695 rxn33894 	Subunit GlgD	0	1
GLUC1PADENYLTRANS-RXN	glucose 1-phosphate adenylyltransferase	2.7.7.27		UniRef50_A0A7C4F3R1	36.220	4.20e-70	237	99	scaffold00001	62925	64013	|PWY-7902|	good_blast	NA	rxn00695 rxn33894 	Subunit GlgD	0	1
GLUC1PADENYLTRANS-RXN	glucose 1-phosphate adenylyltransferase	2.7.7.27		UniRef50_A0A143PHX2	38.298	4.40e-71	241	89	scaffold00001	61672	62727	|PWY-7902|	good_blast	NA	rxn00695 rxn33894 	Subunit undefined	0	1
PHOSPHOGLUCMUT-RXN	PHOSPHOGLUCMUT-RXN	5.4.2.2/2.7.5.1	NA	UniRef90_Q68BJ6	29.310	5.05e-45	166	99	scaffold00001	246887	248224	|PWY-7902|	bad_blast	NA	rxn00704 rxn00778 rxn02379 rxn12204 rxn15115 rxn20583 	NA	0	NA
GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94	NA	UniRef90_O26468	30.183	1.10e-32	125	99	scaffold00007	62546	63526	|PWY-7902|	bad_blast	NA	rxn00611 rxn00612 rxn19848 	NA	0	NA
RXN0-308	cysteine desulfurase			UniRef90_P57795	62.141	8.80e-157	486	95	scaffold00008	95487	94339	|PWY-7904|	good_blast	NA	rxn07292 	NA	0	1
RXN0-308	cysteine desulfurase			UniRef90_P57795	43.717	4.55e-95	309	94	scaffold00015	67269	66124	|PWY-7904|	good_blast	NA	rxn07292 	NA	0	1
RXN0-308	cysteine desulfurase			UniRef90_P57795	41.927	1.15e-89	293	94	scaffold00075	2059	935	|PWY-7904|	good_blast	NA	rxn07292 	NA	0	1
RXN-18455	[sulfur carrier protein TtuB] adenylyltransferase		NA									|PWY-7904|	no_seq_data	NA	 	NA	0	NA
RXN-18456	TtuD:TtuB sulfurtransferase		NA									|PWY-7904|	no_seq_data	NA	 	NA	0	NA
RXN-18457	tRNA-5-methyluridine54 2-sulfurtransferase	2.8.1.15	NA									|PWY-7904|	no_blast	NA	 	NA	0	NA
RXN-18770	IscS:TtuD sulfurtransferase		NA									|PWY-7904|	no_seq_data	NA	 	NA	0	NA
GLCNACPTRANS-RXN	GLCNACPTRANS-RXN	2.7.8.33	NA	UniRef50_A0A1J4WB42	23.485	8.02e-09	54.3	76	scaffold00008	37904	37161	|PWY-7905|	bad_blast	NA	rxn08040 rxn19774 	NA	0	NA
RXN-18771	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2.4.1.348	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-18772	mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2.4.1.349	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-18773	mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2.4.1.349	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-18774	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alpha-mannosylpolymerase	2.4.1.371	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-18775	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alpha-mannosylpolymerase	2.4.1.371	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-18776	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alpha-mannosylpolymerase	2.4.1.371	NA									|PWY-7905|	no_seq_data	NA	 	NA	0	NA
RXN-14706	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase	2.7.1.181	NA									|PWY-7905|	no_blast	NA	 	NA	0	NA
RXN-14705	3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase	2.1.1.294	NA									|PWY-7905|	no_blast	NA	 	NA	0	NA
RXN-18802	dihydrorhizobitoxine desaturase	1.14.19.61	NA									|PWY-7906|	no_seq_data	NA	 	NA	0	NA
RXN-18801	dihydrorhizobitoxine synthase		NA									|PWY-7906|	no_seq_data	NA	 	NA	0	NA
RXN-18805	L-alanyl-[AmbB]:L-glutamyl-[AmbE] L-alanyltransferase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18804	AmbE non-ribosomal peptide synthase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-17190	L-alanine adenylyltransferase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18803	L-alanine--[alanyl-carrier-protein] ligase AmbB		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18807	L-alanyl-L-glutamyl-[AmbE]:L-alanyl[AmbB] L-alanyl-L-glutamyltransferase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18808	RXN-18808		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18809	L-alanyl-(2S,3E)-amino-4-methoxy-but-3-enoyl-L-alanine-[NRPS] thioesterase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18810	RXN-18810		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-19484	AmbE non-ribosomal peptide synthase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-19486	L-alanyl-[Amb}:[ambE] alanyltransferase		NA									|PWY-7907|	no_seq_data	NA	 	NA	0	NA
RXN-18813	RXN-18813		NA									|PWY-7908|	spontaneous	NA	 	NA	0	NA
RXN-18814	S-(hydroxymethyl)bacillithiol dehydrogenase	1.1.1.306/1.2.1.66	NA	UniRef50_D3E434	32.195	5.25e-53	186	95	scaffold00010	90752	89532	|PWY-7908|	bad_blast	NA	rxn03618 rxn15991 	NA	0	NA
RXN-18815	RXN-18815		NA									|PWY-7908|	no_seq_data	NA	 	NA	0	NA
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3CWL0	45.276	7.56e-64	214	89	scaffold00014	54843	54082	|PWY-7909|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GG34	43.922	1.09e-59	202	90	scaffold00014	54843	54082	|PWY-7909|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A3CWL0	45.276	7.56e-64	214	89	scaffold00014	54843	54082	|PWY-7909|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8GG34	43.922	1.09e-59	202	90	scaffold00014	54843	54082	|PWY-7909|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
RXN-2881	RXN-2881		NA									|PWY-7909|	spontaneous	NA	 	NA	0	NA
FORMYLTHFDEFORMYL-RXN	FORMYLTHFDEFORMYL-RXN	3.5.1.10	NA	UniRef50_A0A075I0X8	33.880	8.28e-23	92.8	84	scaffold00004	8642	9181	|PWY-7909|	bad_blast	NA	rxn00691 rxn16797 	NA	0	NA
RXN-9560	RXN-9560		NA									|PWY-7910|	spontaneous	NA	 	NA	0	NA
RXN-9564	(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone reductase	1.3.1.105	NA									|PWY-7910|	no_seq_data	NA	 	NA	0	NA
RXN-18819	RXN-18819		NA									|PWY-7910|	spontaneous	NA	 	NA	0	NA
RXN-18830	RXN-18830		NA									|PWY-7911|	no_seq_data	NA	 	NA	0	NA
RXN-13761	delta6-protoilludene synthase	4.2.3.135	NA									|PWY-7911|	no_seq_data	NA	 	NA	0	NA
RXN-18829	orsellinate synthase/transferase		NA									|PWY-7911|	no_seq_data	NA	 	NA	0	NA
RXN-18828	orsellinate synthase/transferase		NA									|PWY-7911|	no_seq_data	NA	 	NA	0	NA
RXN-18831	melleolide F halogenase		NA									|PWY-7911|	no_seq_data	NA	 	NA	0	NA
RXN-12115	dinoflagellate luciferase	1.13.12.18	NA									|PWY-7912|	no_seq_data	NA	rxn16415 	NA	0	NA
RXN-18837	RXN-18837		NA									|PWY-7912|	no_seq_data	NA	 	NA	0	NA
RXN-18844	RXN-18844		NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18843	RXN-18843		NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18839	RXN-18839		NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18841	L-firefly luciferin--CoA ligase / D-firefly luciferin 4-monooxygenase	6.2.1.52	NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18842	L-firefly luciferin--CoA ligase / D-firefly luciferin 4-monooxygenase	6.2.1.52	NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18840	RXN-18840	3.1.2.20	NA									|PWY-7913|	no_blast	NA	rxn05824 rxn19048 rxn21073 	NA	0	NA
RXN-18845	luciferin regenerating enzyme		NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18846	RXN-18846	3.2.1.21		UniRef50_A0A7C1HCW5	37.263	2.80e-83	277	99	scaffold00002	175439	176845	|PWY-7913|	good_blast	NA	rxn00020 rxn00222 rxn03402 rxn06272 rxn06403 rxn06823 rxn07040 rxn09978 rxn09979 rxn15007 rxn15033 rxn15501 rxn15502 rxn15505 rxn15506 rxn15575 rxn17947 rxn21112 rxn24067 rxn25763 rxn31688 rxn32005 rxn37735 rxn37736 rxn37737 rxn37970 	NA	0	1
RXN-18846	RXN-18846	3.2.1.21		UniRef50_A0A7C1HCW5	31.211	2.63e-65	225	99	scaffold00009	32525	31092	|PWY-7913|	good_blast	NA	rxn00020 rxn00222 rxn03402 rxn06272 rxn06403 rxn06823 rxn07040 rxn09978 rxn09979 rxn15007 rxn15033 rxn15501 rxn15502 rxn15505 rxn15506 rxn15575 rxn17947 rxn21112 rxn24067 rxn25763 rxn31688 rxn32005 rxn37735 rxn37736 rxn37737 rxn37970 	NA	0	1
RXN-18846	RXN-18846	3.2.1.21		UniRef50_A0A7C1HCW5	33.954	1.64e-62	217	99	scaffold00027	16045	14624	|PWY-7913|	good_blast	NA	rxn00020 rxn00222 rxn03402 rxn06272 rxn06403 rxn06823 rxn07040 rxn09978 rxn09979 rxn15007 rxn15033 rxn15501 rxn15502 rxn15505 rxn15506 rxn15575 rxn17947 rxn21112 rxn24067 rxn25763 rxn31688 rxn32005 rxn37735 rxn37736 rxn37737 rxn37970 	NA	0	1
RXN-18846	RXN-18846	3.2.1.21		UniRef50_A0A7C1HCW5	32.460	1.17e-60	211	99	scaffold00019	43705	42263	|PWY-7913|	good_blast	NA	rxn00020 rxn00222 rxn03402 rxn06272 rxn06403 rxn06823 rxn07040 rxn09978 rxn09979 rxn15007 rxn15033 rxn15501 rxn15502 rxn15505 rxn15506 rxn15575 rxn17947 rxn21112 rxn24067 rxn25763 rxn31688 rxn32005 rxn37735 rxn37736 rxn37737 rxn37970 	NA	0	1
RXN-18847	L-firefly luciferin--CoA ligase / D-firefly luciferin 4-monooxygenase	1.13.12.7	NA									|PWY-7913|	no_seq_data	NA	rxn06563 	NA	0	NA
RXN-18848	L-firefly luciferin--CoA ligase / D-firefly luciferin 4-monooxygenase	1.13.12.7	NA									|PWY-7913|	no_seq_data	NA	rxn06563 	NA	0	NA
RXN-18850	RXN-18850		NA									|PWY-7913|	no_seq_data	NA	 	NA	0	NA
RXN-18851	RXN-18851	1.14.18.1/1.14.17.2	NA									|PWY-7913|	no_blast	NA	rxn00043 rxn00524 rxn01497 rxn01699 rxn01716 rxn02116 rxn03209 rxn03337 rxn11615 rxn11971 	NA	0	NA
RXN-18877	L-firefly luciferin--CoA ligase / D-firefly luciferin 4-monooxygenase	1.13.12.7	NA									|PWY-7913|	no_seq_data	NA	rxn06563 	NA	0	NA
RXN-18878	RXN-18878	1.13.12.7	NA									|PWY-7913|	spontaneous	NA	rxn06563 	NA	0	NA
RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN	luciferin sulfokinase	2.8.2.10	NA									|PWY-7914|	no_seq_data	NA	rxn02249 	NA	0	NA
RXN-18858	coelenterazine-binding protein		NA									|PWY-7914|	no_seq_data	NA	 	NA	0	NA
RXN-18859	coelenterazine-binding protein		NA									|PWY-7914|	no_seq_data	NA	 	NA	0	NA
RXN-18866	Renilla luciferase	1.13.12.5	NA									|PWY-7914|	no_seq_data	NA	rxn06321 	NA	0	NA
RXN-18865	green fluorescent protein		NA									|PWY-7914|	no_seq_data	NA	 	NA	0	NA
RXN-18867	RXN-18867		NA									|PWY-7914|	spontaneous	NA	 	NA	0	NA
RXN-18875	Renilla luciferase	1.13.12.5	NA									|PWY-7914|	no_seq_data	NA	rxn06321 	NA	0	NA
RXN-18861	apoaequorin-1	1.13.12.24	NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18860	coelenterazine peroxidase	1.13.12.24	NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18862	hydroperoxy-coelenterazine decarboxylase	1.13.12.24	NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18868	RXN-18868		NA									|PWY-7915|	spontaneous	NA	 	NA	0	NA
RXN-18865	green fluorescent protein		NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18869	RXN-18869		NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18874	apoaequorin-1	1.13.12.24	NA									|PWY-7915|	no_seq_data	NA	 	NA	0	NA
RXN-18871	Watasenia-type luciferase	1.13.12.8	NA									|PWY-7916|	no_seq_data	NA	rxn06579 	NA	0	NA
RXN-18872	Watasenia-type luciferase	1.13.12.8	NA									|PWY-7916|	no_seq_data	NA	rxn06579 	NA	0	NA
RXN-18873	Watasenia-type luciferase	1.13.12.8	NA									|PWY-7916|	no_seq_data	NA	rxn06579 	NA	0	NA
RXN-18900	RXN-18900	1.13.12.8	NA									|PWY-7916|	spontaneous	NA	rxn06579 	NA	0	NA
RXN-18898	RXN-18898		NA									|PWY-7917|	no_seq_data	NA	 	NA	0	NA
RXN-18896	RXN-18896		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
RXN-18895	RXN-18895		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
RXN-14185	RXN-14185		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
RXN-18899	RXN-18899		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
RXN-18894	RXN-18894		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
RXN-18897	RXN-18897		NA									|PWY-7917|	spontaneous	NA	 	NA	0	NA
MONOPHENOL-MONOOXYGENASE-RXN	tyrosinase	1.14.18.1/1.14.17.2	NA									|PWY-7917|	no_blast	NA	rxn00043 rxn00524 rxn01497 rxn01699 rxn01716 rxn02116 rxn03209 rxn03337 rxn11615 rxn11971 	NA	0	NA
3.2.1.106-RXN	Glc3Man9GlcNAc2 alpha-1,2-glucosidase	3.2.1.106	NA									|PWY-7918|	no_seq_data	NA	rxn17896 rxn31289 	NA	0	NA
RXN-18907	Glc2Man9GlcNAc2 alpha-1,3-glucosidase	3.2.1.207	NA									|PWY-7918|	no_seq_data	NA	 	NA	0	NA
RXN-18908	Glc1Man9GlcNAc2 alpha-1,3-glucosidase	3.2.1.207	NA									|PWY-7918|	no_seq_data	NA	 	NA	0	NA
RXN-18909	MNS1	3.2.1.209	NA									|PWY-7918|	no_seq_data	NA	 	NA	0	NA
3.2.1.106-RXN	mannosyl-oligosaccharide alpha-1,2-glucosidase	3.2.1.106	NA									|PWY-7919|	no_seq_data	NA	rxn17896 rxn31289 	NA	0	NA
RXN-18907	Glc2Man9GlcNAc2 alpha-1,3-glucosidase	3.2.1.207	NA									|PWY-7919|	no_seq_data	NA	 	NA	0	NA
RXN-18908	Glc1Man9GlcNAc2 alpha-1,3-glucosidase	3.2.1.207	NA									|PWY-7919|	no_seq_data	NA	 	NA	0	NA
RXN-18909	endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.209	NA									|PWY-7919|	no_seq_data	NA	 	NA	0	NA
3.2.1.130-RXN	glycoprotein endo-alpha-1,2-mannosidase	3.2.1.130	NA									|PWY-7919|	no_seq_data	NA	rxn17910 	NA	0	NA
RXN-18916	Man8GlcNAc2 isomer 8A1,2,3B1,3 1,2-alpha-mannosidase	3.2.1.210	NA									|PWY-7919|	no_seq_data	NA	 	NA	0	NA
RXN-18917	Man7GlcNAc2 isomer 7A1,2,3B3 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18918	Man6GlcNAc2 isomer 6A1,2,3 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18919	Man8GlcNAc2 isomer 8A1,2,3B1,2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18920	Man7GlcNAc2 isomer 7A1,2,3B2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18921	Man6GlcNAc2 isomer 6A1,2B2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18922	Man9GlcNAc2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18923	RXN-18923	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18924	Man8GlcNAc2 isomer 8A1,2,3B2,3 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18926	Man8GlcNAc2 isomer 8A1,2,3B1,3 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18927	Man7GlcNAc2 isomer 7A1,2,3B1 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18928	Man6GlcNAc2 isomer 6A1,2B1 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18929	Man7GlcNAc2 isomer 7A1,2,3B1 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18930	Man8GlcNAc2 isomer 8A1,2,3B1,2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
RXN-18931	Man7GlcNAc2 isomer 7A1,2B1,2 1,2-alpha-mannosidase	3.2.1.113	NA									|PWY-7919|	no_seq_data	NA	rxn07005 rxn17901 rxn31290 	NA	0	NA
2.4.1.101-RXN	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	2.4.1.101	NA									|PWY-7920|	no_blast	NA	rxn17492 rxn31291 	NA	0	NA
3.2.1.114-RXN	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase	3.2.1.114	NA									|PWY-7920|	no_seq_data	NA	rxn07006 rxn17902 rxn27553 rxn31292 	NA	0	NA
2.4.1.143-RXN	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	2.4.1.143	NA									|PWY-7920|	no_blast	NA	rxn03178 rxn07222 rxn17523 rxn24490 rxn37923 rxn38438 	NA	0	NA
2.4.2.38-RXN	glycoprotein 2-beta-D-xylosyltransferase	2.4.2.38	NA									|PWY-7920|	no_seq_data	NA	rxn17627 rxn31714 	NA	0	NA
RXN-19005	glycoprotein 2-beta-D-xylosyltransferase	2.4.2.38	NA									|PWY-7920|	no_seq_data	NA	rxn17627 rxn31714 	NA	0	NA
RXN-19006	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase	3.2.1.114	NA									|PWY-7920|	no_seq_data	NA	rxn07006 rxn17902 rxn27553 rxn31292 	NA	0	NA
RXN-19007	glycoprotein 2-beta-D-xylosyltransferase	2.4.2.38	NA									|PWY-7920|	no_seq_data	NA	rxn17627 rxn31714 	NA	0	NA
RXN-19008	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	2.4.1.143	NA									|PWY-7920|	no_blast	NA	rxn03178 rxn07222 rxn17523 rxn24490 rxn37923 rxn38438 	NA	0	NA
RXN-19009	glycoprotein 3-alpha-L-fucosyltransferase	2.4.1.214	NA	UniRef50_A0A087RM32	30.945	2.47e-24	100	99	scaffold00039	19659	20534	|PWY-7920|	bad_blast	NA	rxn17566 rxn27514 rxn30575 rxn31713 	NA	0	NA
RXN-19010	N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase	2.4.1.86	NA									|PWY-7920|	no_seq_data	NA	rxn03162 	NA	0	NA
RXN-19011	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase	2.4.1.65	NA									|PWY-7920|	no_seq_data	NA	rxn03132 rxn17610 	NA	0	NA
2.4.1.109-RXN	dolichyl-phosphate-mannose-protein mannosyltransferase	2.4.1.109	NA									|PWY-7921|	no_blast	NA	rxn06575 rxn11590 rxn17495 	NA	0	NA
2.4.1.83-RXN	dolichyl-phosphate mannose synthase	2.4.1.83		UniRef50_A0A174IQE1	64.497	3.34e-151	469	89	scaffold00010	89249	88239	|PWY-7921|	good_blast	NA	rxn05918 rxn17615 rxn32448 	NA	0	1
RXN-16594	RXN-16594		NA									|PWY-7921|	no_seq_data	NA	 	NA	0	NA
RXN3O-9783	alpha-D-mannosyl-[protein] alpha-1,2 mannosyltransferase		NA									|PWY-7921|	no_seq_data	NA	 	NA	0	NA
RXN-19015	alpha-D-mannosyl-(1,2)-alpha-D-mannosyl-[protein] alpha-1,2 mannosyltransferase		NA									|PWY-7921|	no_seq_data	NA	 	NA	0	NA
RXN-19016	alpha-D-Man-(1&rarr		NA									|PWY-7921|	no_seq_data	NA	 	NA	0	NA
RXN-19017	2)-alpha-D-Man-(1&rarr		NA									|PWY-7921|	no_seq_data	NA	 	NA	0	NA
2.4.1.109-RXN	dolichyl-phosphate-mannose-protein mannosyltransferase	2.4.1.109	NA									|PWY-7922|	no_blast	NA	rxn06575 rxn11590 rxn17495 	NA	0	NA
RXN-18948	protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase		NA									|PWY-7922|	no_blast	NA	 	NA	0	NA
RXN-18949	beta-D-GlcNAc-(1&rarr		NA									|PWY-7922|	no_seq_data	NA	 	NA	0	NA
2.4.1.83-RXN	2)-alpha-D-mannosyl-O-(Ser/Thr)-[protein] 6-beta-N-acetylglucosaminyltransferase	2.4.1.83		UniRef50_A0A174IQE1	64.497	3.34e-151	469	89	scaffold00010	89249	88239	|PWY-7922|	good_blast	NA	rxn05918 rxn17615 rxn32448 	NA	0	1
RXN-16594	dolichyl-phosphate beta-D-mannosyltransferase		NA									|PWY-7922|	no_blast	NA	 	Subunit 1	0	NA
RXN-16594	dolichyl-phosphate beta-D-mannosyltransferase		NA									|PWY-7922|	no_blast	NA	 	Subunit undefined	0	NA
RXN-12144	7-cyano-7-deazaguanine tRNA-ribosyltransferase	2.4.2.48	NA									|PWY-7923|	no_blast	NA	 	NA	0	NA
RXN-19021	archaeosine synthase		NA									|PWY-7923|	no_blast	NA	 	Subunit 1	0	NA
RXN-19021	archaeosine synthase		NA									|PWY-7923|	no_blast	NA	 	Subunit 2	0	NA
RXN-19021	archaeosine synthase		NA									|PWY-7923|	no_blast	NA	 	Subunit undefined	0	NA
RXN-19021	archaeosine synthase		NA									|PWY-7923|	no_blast	NA	 	NA	0	NA
RXN-19029	exo-cleaving cis-1,4-polyisoprene dioxygenase	1.13.11.85	NA									|PWY-7924|	no_seq_data	NA	 	NA	0	NA
RXN-19030	endo-cleaving rubber dioxygenase	1.13.11.87	NA									|PWY-7925|	no_seq_data	NA	 	NA	0	NA
RXN-14721	RXN-14721		NA									|PWY-7926|	spontaneous	NA	 	NA	0	NA
RXN-14720	RXN-14720		NA									|PWY-7926|	no_seq_data	NA	 	NA	0	NA
RXN-19031	carbonyl sulfide monooxygenase		NA									|PWY-7926|	no_seq_data	NA	 	NA	0	NA
RXN-19032	RXN-19032		NA									|PWY-7926|	spontaneous	NA	 	NA	0	NA
RXN-1901	carbonyl sulfide hydrolase	3.13.1.7	NA									|PWY-7926|	no_blast	NA	 	NA	0	NA
SULFITE-OXIDASE-RXN	sulfite oxidase	1.8.3.1	NA									|PWY-7927|	no_blast	NA	rxn00383 rxn34006 	NA	0	NA
RXN-19036	sulfide-glutathione quinone oxidoreductase	1.8.5.8	NA									|PWY-7927|	no_seq_data	NA	 	NA	0	NA
RXN-19040	thiosulfate sulfurtransferase	2.8.1.1	NA									|PWY-7927|	no_blast	NA	rxn01416 rxn27322 	NA	0	NA
FESGSHTHIO-RXN	FESGSHTHIO-RXN	1.13.11.18	NA									|PWY-7927|	no_seq_data	NA	rxn00565 rxn14050 rxn15776 rxn23430 rxn24663 rxn33681 	NA	0	NA
